,number,classification,timestamp,latitude,longitude,report,key_words
1248,1506,Class A,2000-01-28 12:00:00+00:00,34.61361,-94.84861, Nighttime sighting by trucker near Honobia,Nighttime sighting trucker near Honobia
1249,2018,Class A,2004-12-14 12:00:00+00:00,34.78833,-94.70667, Young man has road cross encounter at dusk,Young man road cross encounter dusk
1250,2032,Class A,1996-10-31 12:00:00+00:00,34.495,-96.972, Creature observed kneeling beside a creek late at night,Creature observed kneeling beside creek late night
1251,2041,Class A,2001-03-26 12:00:00+00:00,35.92806,-94.83," August 1 1990 Oklahoma, Cherokee County, near Eldon","August 1 1990 Oklahoma, Cherokee County, near Eldon"
1252,2788,Class A,1997-12-30 12:00:00+00:00,36.02306,-97.1225, Rural family's dog chases young sasquatch,Rural family's dog chases young sasquatch
1253,3042,Class A,1999-10-03 12:00:00+00:00,35.50556,-98.575, Daylight sighting from interstate highway.,Daylight sighting interstate highway.
1254,3731,Class A,2002-02-06 12:00:00+00:00,34.86111,-96.66528, Child watches fawn being chased near Canadian River,Child watches fawn chased near Canadian River
1255,3964,Class A,2002-04-29 12:00:00+00:00,35.10278,-98.34056," Wooded, rural, lake house scene of late night encounter","Wooded, rural, lake house scene late night encounter"
1256,4081,Class A,1982-01-15 12:00:00+00:00,35.64389,-97.45694, Early morning sighting of young sasquatch in snow,Early morning sighting young sasquatch snow
1257,4134,Class A,1997-11-15 12:00:00+00:00,35.97389,-97.03333, Man has close moonlit encounter,Man close moonlit encounter
1258,4532,Class A,2002-06-27 12:00:00+00:00,34.59583,-94.55944," Small sasquatch seen in tree by hunter, near Big Cedar","Small sasquatch seen tree hunter, near Big Cedar"
1259,5620,Class A,2003-10-20 12:00:00+00:00,36.91528,-95.80417, Black bigfoot observed from highway by route driver and son,Black bigfoot observed highway route driver son
1260,5681,Class A,2003-01-31 12:00:00+00:00,35.86972,-96.968, Rural commuter sees large animal shift from quadrupedal to bipedal movement,Rural commuter sees large animal shift quadrupedal bipedal movement
1261,5817,Class A,2003-02-11 12:00:00+00:00,35.27056,-95.97, Woman recalls childhood encounters.,Woman recalls childhood encounters.
1262,6513,Class A,2003-06-13 12:00:00+00:00,35.33389,-98.13028, Daylight road crossing sighting by motorist in Cogar,Daylight road crossing sighting motorist Cogar
1263,6541,Class A,2004-12-21 12:00:00+00:00,34.11306,-95.62278, Young hunters have night time encounter north of Red River,Young hunters night time encounter north Red River
1264,6644,Class A,1974-11-04 12:00:00+00:00,35.26808,-96.60222, Deer hunters have daylight sighting near Seminole.,Deer hunters daylight sighting near Seminole.
1265,7062,Class A,2003-10-09 12:00:00+00:00,36.18889,-95.74556, Woman has sighting through dental office window.,Woman sighting dental office window.
1266,7473,Class A,2003-11-29 12:00:00+00:00,35.27639,-97.33528, Family finds tracks and has close visual encounter.,Family finds tracks close visual encounter.
1267,8381,Class A,2004-03-26 12:00:00+00:00,35.42014,-97.21555, Young man has midnight close encounter.,Young man midnight close encounter.
1268,8543,Class A,2004-04-30 12:00:00+00:00,34.689,-94.7325, Turkey hunter has close encounter with bigfoot in Kiamichi Mountains,Turkey hunter close encounter bigfoot Kiamichi Mountains
1269,8591,Class A,2004-05-03 12:00:00+00:00,35.7575,-95.60667, Oil well owner and rig hand have road crossing encounter.,Oil well owner rig hand road crossing encounter.
1270,8678,Class A,2004-05-14 12:00:00+00:00,34.92333,-95.26167," Mother and sons have encounter with unidentified ""prowler.""","Mother sons encounter unidentified ""prowler."""
1271,9376,Class A,2004-09-24 12:00:00+00:00,35.24194,-97.5625," While walking dog, man has early evening encounter not far from Canadian River","While walking dog, man early evening encounter far Canadian River"
1272,9765,Class A,1973-09-28 12:00:00+00:00,35.3011,-99.1702, Motorist and children have daylight sighting near Burns Flat.,Motorist children daylight sighting near Burns Flat.
1273,10074,Class A,2004-12-22 12:00:00+00:00,33.82444,-97.07361, Hog hunter has dusk encounter in Love Valley Wildlife Management Area,Hog hunter dusk encounter Love Valley Wildlife Management Area
1274,10234,Class A,2005-01-10 12:00:00+00:00,34.62944,-98.62833, Large white creature seen in tree,Large white creature seen tree
1275,10595,Class A,2005-02-10 12:00:00+00:00,34.81417,-95.65417, Family has early morning encounter at small bridge,Family early morning encounter small bridge
1276,12204,Class A,2005-07-07 12:00:00+00:00,35.68583,-97.00389, Motorist has midnight road cross encounter.,Motorist midnight road cross encounter.
1277,12712,Class A,1986-08-25 12:00:00+00:00,35.36895,-95.97023," Woman remembers large bipedal creature running thru pasture at night, south of Henryetta","Woman remembers large bipedal creature running thru pasture night, south Henryetta"
1278,13348,Class A,2004-10-12 12:00:00+00:00,34.25,-96.21, Night time sighting truck driver near Clear Boggy Creek,Night time sighting truck driver near Clear Boggy Creek
1279,25703,Class A,2009-03-25 12:00:00+00:00,34.36778,-94.68028," Experienced hunter decribes a brief standoff at approx. 80 yards, in daylight, near Smithville","Experienced hunter decribes brief standoff approx. 80 yards, daylight, near Smithville"
1280,26226,Class A,2009-06-19 12:00:00+00:00,35.2933,-95.94727, Daylight roadside sighting near Eufala,Daylight roadside sighting near Eufala
1281,26543,Class A,2009-08-07 12:00:00+00:00,36.62116,-96.12164, Nightime roadside sighting south of Woolaroc,Nightime roadside sighting south Woolaroc
1282,26554,Class A,2009-09-08 12:00:00+00:00,36.03501,-96.36707, Man has nighttime sighting of two bipedal creatures behind his home near Mannford,Man nighttime sighting two bipedal creatures behind home near Mannford
1283,26767,Class A,2009-10-04 12:00:00+00:00,34.21174,-96.63857, Camper sees large bipedal creature leave her camp heading to the river.,Camper sees large bipedal creature leave camp heading river.
1284,27206,Class A,2010-01-25 12:00:00+00:00,34.76134,-98.61497, Young man sees two white hairy creatures while hiking in the Wichita Mountains,Young man sees two white hairy creatures hiking Wichita Mountains
1285,27477,Class A,1979-09-06 12:00:00+00:00,36.4168,-94.78227, Man remembers seeing a large white hairy man at a cemetery outside the city of Jay,Man remembers seeing large white hairy man cemetery outside city Jay
1286,34555,Class A,1966-08-15 12:00:00+00:00,36.13222,-95.79677, Woman recalls her nighttime face to face encounter at her window outside Tulsa,Woman recalls nighttime face face encounter window outside Tulsa
1287,34657,Class A,2012-03-18 12:00:00+00:00,34.4082,-94.38045, Daylight sighting along a highway near Big Cedar,Daylight sighting along highway near Big Cedar
1288,35459,Class A,2012-05-15 12:00:00+00:00,35.0271,-94.66875, Early morning sighting on US 59 near Poteau,Early morning sighting US 59 near Poteau
1289,36011,Class A,1987-03-19 12:00:00+00:00,34.38638,-98.99414, Man recalls night time sighting at an airport outside Frederick,Man recalls night time sighting airport outside Frederick
1290,109,Class A,1995-07-10 12:00:00+00:00,45.65125,-121.9123, Union Pacific Railway Conductor Observes Great Ape on Railroad Trackbed,Union Pacific Railway Conductor Observes Great Ape Railroad Trackbed
1291,191,Class A,1984-07-31 12:00:00+00:00,45.63606,-123.3471, Daytime sighting by motorists along Hwy 6 near Glenwood,Daytime sighting motorists along Hwy 6 near Glenwood
1292,531,Class A,1994-10-15 12:00:00+00:00,45.63893,-122.8889," Woman witnesses large, hairy man-like creature outside home","Woman witnesses large, hairy man-like creature outside home"
1293,548,Class A,2000-10-30 12:00:00+00:00,45.06215,-123.7027, Motorist observes bipedal creature crossing highway,Motorist observes bipedal creature crossing highway
1294,553,Class A,1980-10-04 12:00:00+00:00,44.55505,-123.3604, Morning sighting by brothers near Yoncalla,Morning sighting brothers near Yoncalla
1295,604,Class A,1971-06-25 12:00:00+00:00,45.4237,-122.3876, Nightime sighting by motorists near Boring,Nightime sighting motorists near Boring
1296,673,Class A,2000-07-15 12:00:00+00:00,44.27795,-121.9524, Hiker encounters large animal at close range in Mount Washington Wilderness,Hiker encounters large animal close range Mount Washington Wilderness
1297,690,Class A,1998-08-02 12:00:00+00:00,45.5891,-123.5469, Close-range observation lasting roughly 1.5 hours,Close-range observation lasting roughly 1.5 hours
1298,694,Class A,1991-07-15 12:00:00+00:00,45.3233,-118.2742, Family sees stooped-over creature walking along forest line,Family sees stooped-over creature walking along forest line
1299,702,Class A,1997-11-10 12:00:00+00:00,45.59669,-123.3768, Group of people witness two Sasquatch run through a clearing,Group people witness two Sasquatch run clearing
1300,707,Class A,1995-07-15 12:00:00+00:00,45.12545,-122.533, Camp counselor doing trail work has daylight sighting near the Molalla River,Camp counselor trail work daylight sighting near Molalla River
1301,980,Class A,2001-03-05 12:00:00+00:00,45.84175,-117.991, Elk hunter spots reddish-brown sasquatch,Elk hunter spots reddish-brown sasquatch
1302,1031,Class A,1980-02-15 12:00:00+00:00,40.1,-124.2, Large Bipedal Animal Seen Crossing Rural Road and Climbing Cutbank,Large Bipedal Animal Seen Crossing Rural Road Climbing Cutbank
1303,1065,Class A,2001-03-20 12:00:00+00:00,45.99215,-118.0811, Brothers see sasquatch watching them,Brothers see sasquatch watching
1304,1318,Class A,1976-08-25 12:00:00+00:00,44.39104,-118.9491, Early evening sighting in Canyon City,Early evening sighting Canyon City
1305,1635,Class A,1976-06-15 12:00:00+00:00,45.5,-118.42, Travelers watch tan-brown 5-6 foot hairy creature drink from stream with cupped hands,Travelers watch tan-brown 5-6 foot hairy creature drink stream cupped hands
1306,1720,Class A,1986-08-14 12:00:00+00:00,42.82,-124.53, Two sets of bigfoot trackways at Cape Blanco Beach on southern Oregon coast,Two sets bigfoot trackways Cape Blanco Beach southern Oregon coast
1307,1829,Class A,2000-10-15 12:00:00+00:00,45.48204,-122.9903, Motorist witnesses two-legged man-like creature in field just off Hillsboro highway,Motorist witnesses two-legged man-like creature field Hillsboro highway
1308,2102,Class A,1997-09-13 12:00:00+00:00,45.75449,-123.866, Two hikers have early morning sighting near Tillamook,Two hikers early morning sighting near Tillamook
1309,2628,Class A,1976-07-15 12:00:00+00:00,44.8633,-122.6397, Family encounters upright creature while camping at Silver Falls,Family encounters upright creature camping Silver Falls
1310,2841,Class A,2001-03-17 12:00:00+00:00,42.07,-124.3," Two hikers both hear strange sounds in a creek culvert, investigate to see two ape-like creatures sitting at far end of culvert","Two hikers hear strange sounds creek culvert, investigate see two ape-like creatures sitting far end culvert"
1311,2900,Class A,2001-06-04 12:00:00+00:00,42.08,-124.3, Evening beach walker with dog observes two huge upright dark hunched ape-man figures swinging arms and walking long strides one behind the other along nearby hillslope,Evening beach walker dog observes two huge upright dark hunched ape-man figures swinging arms walking long strides one behind along nearby hillslope
1312,3050,Class A,1970-10-14 12:00:00+00:00,45.3725,-121.5835, Graceful creature ran by man when he was 15,Graceful creature ran man 15
1313,3295,Class A,1980-09-05 12:00:00+00:00,43.225,-123.175, Afternoon sighting in hills between Oakland and Sutherlin,Afternoon sighting hills Oakland Sutherlin
1314,3297,Class A,1995-11-14 12:00:00+00:00,43.54165,-123.875, Daytime sightings by hunters near Headwaters Ridge in Elliot State Forest,Daytime sightings hunters near Headwaters Ridge Elliot State Forest
1315,3441,Class A,2001-11-29 12:00:00+00:00,45.33175,-121.9139, Oregon resident near Mt. Hood catches glimpse of a bigfoot in his neighborhood,Oregon resident near Mt. Hood catches glimpse bigfoot neighborhood
1316,3624,Class A,2002-01-09 12:00:00+00:00,45.55364,-122.1884," Nighttime sighting by motorist on I-84, west of Multnomah Falls","Nighttime sighting motorist I-84, west Multnomah Falls"
1317,3702,Class A,1975-07-01 12:00:00+00:00,42.375,-123.3833, Daytime sighting by swimmers in Wolf Creek area,Daytime sighting swimmers Wolf Creek area
1318,4475,Class A,1978-08-29 12:00:00+00:00,45.3894,-122.4163, Nighttime sighting by motorist between Barton and Carver,Nighttime sighting motorist Barton Carver
1319,4481,Class A,2002-06-08 12:00:00+00:00,42.39031,-123.449, Sighting by young man trimming lawn near Grants Pass,Sighting young man trimming lawn near Grants Pass
1320,4595,Class A,1977-03-19 12:00:00+00:00,44.23861,-122.0505," Late night sighting by family along Hwy 126, near McKenzie Bridge","Late night sighting family along Hwy 126, near McKenzie Bridge"
1321,4846,Class A,2002-08-24 12:00:00+00:00,44.58335,-123.4166, Boy has two encounters at eastern edge of Coast Range.,Boy two encounters eastern edge Coast Range.
