,number,classification,timestamp,latitude,longitude,report,key_words,month,year
543,32435,Class A,1978-06-07 12:00:00+00:00,32.2462,-84.08932, Memories told of activity over several years at a family home near Oglethorpe,Memories told activity several years family home near Oglethorpe,6,1978
1407,18632,Class A,1978-06-08 12:00:00+00:00,33.245,-81.359, Woman describes childhood sighting (multi-witness) on abondonned RR bed outside Barnwell,Woman describes childhood sighting (multi-witness) abondonned RR bed outside Barnwell,6,1978
500,2219,Class A,1978-06-15 12:00:00+00:00,34.6423,-83.4192, Children chased from woods by a seven foot tall creature,Children chased woods seven foot tall creature,6,1978
1433,25432,Class A,1978-06-17 12:00:00+00:00,36.26451,-89.25397, Man relates a series of encounters with a white bigfoot near Obion,Man relates series encounters white bigfoot near Obion,6,1978
1204,8944,Class A,1978-06-20 12:00:00+00:00,40.46339,-82.82576, Mini-bike rider has afternoon encounter near Fulton,Mini-bike rider afternoon encounter near Fulton,6,1978
1716,7003,Class A,1978-06-21 12:00:00+00:00,47.4259,-123.8763, Truck driver has brief roadside sighting,Truck driver brief roadside sighting,6,1978
3139,96,Class B,1978-06-25 12:00:00+00:00,43.7827,-123.9599, Young camper frightened by large hand gathering berries,Young camper frightened large hand gathering berries,6,1978
3305,2398,Class B,1978-06-30 12:00:00+00:00,32.4125,-94.81806," Sighting by a fisherman at night near Kilgore, and separate nighttime sighting by a family in a mobilehome","Sighting fisherman night near Kilgore, separate nighttime sighting family mobilehome",6,1978
1143,4484,Class A,1978-07-01 12:00:00+00:00,40.67979,-81.51075," A series of sightings, screams, and smells near an abandoned strip mine","A series sightings, screams, smells near abandoned strip mine",7,1978
868,23481,Class A,1978-07-01 12:00:00+00:00,42.68505,-84.04025, Juvenile Bigfoot crosses road and clears a fence near Fowlerville,Juvenile Bigfoot crosses road clears fence near Fowlerville,7,1978
3174,6724,Class B,1978-07-01 12:00:00+00:00,42.16298,-123.6481," Two young campers have frightful, dawn encounter near Cave Junction","Two young campers frightful, dawn encounter near Cave Junction",7,1978
1124,3180,Class A,1978-07-04 12:00:00+00:00,39.40877,-81.73172," Early evening sighting by two children, near Layman","Early evening sighting two children, near Layman",7,1978
2882,10260,Class B,1978-07-04 12:00:00+00:00,48.27011,-115.6418, Four climbers report repeated vocalizations,Four climbers report repeated vocalizations,7,1978
734,12067,Class A,1978-07-08 12:00:00+00:00,39.072,-95.747, Youth has sighting while fishing on Kansas River near Topeka,Youth sighting fishing Kansas River near Topeka,7,1978
727,1325,Class A,1978-07-10 12:00:00+00:00,37.52947,-97.60829," Fisherman hears heavy breathing ,turns and sees tall man-like creature","Fisherman hears heavy breathing ,turns sees tall man-like creature",7,1978
3413,33887,Class B,1978-07-15 12:00:00+00:00,38.70819,-77.17868, Retired Military Policeman remembers strange incidents while on guard duty at Fort Belvoir,Retired Military Policeman remembers strange incidents guard duty Fort Belvoir,7,1978
894,31444,Class A,1978-07-15 12:00:00+00:00,41.871,-84.2995, Woman recalls being paralyzed by fear during childhood sighting near Lake Hudson State Park,Woman recalls paralyzed fear childhood sighting near Lake Hudson State Park,7,1978
3526,7439,Class B,1978-07-15 12:00:00+00:00,47.5958,-123.1208, Fisherman observes large rock flung into Hamma Hamma River,Fisherman observes large rock flung Hamma Hamma River,7,1978
808,1459,Class A,1978-07-15 12:00:00+00:00,31.3799,-92.37835, Witness looked  up into the eyes of Bigfoot,Witness looked eyes Bigfoot,7,1978
1396,6643,Class A,1978-07-15 12:00:00+00:00,41.432,-71.65183, Mother and son see sasquatch closeup from road,Mother son see sasquatch closeup road,7,1978
152,1301,Class A,1978-07-30 12:00:00+00:00,38.19753,-119.9811, Three witnesses have daytime sighting near Strawberry,Three witnesses daytime sighting near Strawberry,7,1978
150,1090,Class A,1978-08-01 12:00:00+00:00,38.06615,-120.1877, Girl has daytime sighting near Twain Harte,Girl daytime sighting near Twain Harte,8,1978
297,13061,Class A,1978-08-01 12:00:00+00:00,60.36933,-134.4837, Man recalls his daylight sighting as a young fisherman on the Yukon River,Man recalls daylight sighting young fisherman Yukon River,8,1978
2548,28370,Class B,1978-08-01 12:00:00+00:00,39.65749,-89.56981, Memory told of a possible encounter and footprint found along Horse Creek north of Pawnee,Memory told possible encounter footprint found along Horse Creek north Pawnee,8,1978
1197,8406,Class A,1978-08-01 12:00:00+00:00,40.7343,-81.15622," Encounters with a hairy creature in the same area as the well known ""Minerva monster flap.""","Encounters hairy creature area well known ""Minerva monster flap.""",8,1978
1576,4103,Class A,1978-08-01 12:00:00+00:00,37.72693,-76.6658, Daytime sighting on Route 17 near Church View,Daytime sighting Route 17 near Church View,8,1978
1779,29055,Class A,1978-08-05 12:00:00+00:00,46.63477,-122.7746, Young girl recounts two encounters at the family farm near Chehalis,Young girl recounts two encounters family farm near Chehalis,8,1978
982,1344,Class A,1978-08-06 12:00:00+00:00,33.50025,-88.40335, while playing tag with several other children witness saw a white hairy creature,playing tag several children witness saw white hairy creature,8,1978
1369,37044,Class A,1978-08-15 12:00:00+00:00,43.48257,-121.9104, Memory told of a daylight sighting while fishing a creek near Crescent Lake Junction,Memory told daylight sighting fishing creek near Crescent Lake Junction,8,1978
3651,31427,Class B,1978-08-15 12:00:00+00:00,48.19984,-120.7744, Memory of a possible night-time sighting as a youth playing 'Hide and Go Seek' in Holden Village,Memory possible night-time sighting youth playing 'Hide Go Seek' Holden Village,8,1978
745,912,Class A,1978-08-15 12:00:00+00:00,37.7764,-83.67952," While observing a footprint,  youth looks off the path to see shiny haired creature looking at him","While observing footprint, youth looks path see shiny haired creature looking",8,1978
268,24806,Class A,1978-08-15 12:00:00+00:00,50.58304,-118.188, Motorists recount incident on the side of a highway near the BC-Alberta border,Motorists recount incident side highway near BC-Alberta border,8,1978
3392,33098,Class B,1978-08-16 12:00:00+00:00,37.75705,-109.3125, Man recalls his encounter that included stomping and tree shaking at Dodge Point,Man recalls encounter included stomping tree shaking Dodge Point,8,1978
2649,3269,Class B,1978-08-17 12:00:00+00:00,37.41098,-85.26247, Matching vocalizations heard a decade apart,Matching vocalizations heard decade apart,8,1978
281,1615,Class A,1978-08-19 12:00:00+00:00,43.2114,-79.5985, Motorists have nighttime sighting near Grimsby,Motorists nighttime sighting near Grimsby,8,1978
1374,10632,Class A,1978-08-21 12:00:00+00:00,40.97015,-78.42314, Young boy observes animal chasing family horses,Young boy observes animal chasing family horses,8,1978
1162,4977,Class A,1978-08-21 12:00:00+00:00,40.74451,-81.0758, Ron Schaffner case report,Ron Schaffner case report,8,1978
1034,27908,Class A,1978-08-24 12:00:00+00:00,36.31126,-81.30889, Man recalls his 1978 close encounter with a large hair covered creature in Wilkesboro,Man recalls 1978 close encounter large hair covered creature Wilkesboro,8,1978
1318,4475,Class A,1978-08-29 12:00:00+00:00,45.3894,-122.4163, Nighttime sighting by motorist between Barton and Carver,Nighttime sighting motorist Barton Carver,8,1978
3030,4972,Class B,1978-09-01 12:00:00+00:00,39.64146,-84.48506, Vocalizations heard by fisherman on Twin Creek,Vocalizations heard fisherman Twin Creek,9,1978
1184,7431,Class A,1978-09-01 12:00:00+00:00,41.10765,-81.4311, Nine year old playing hide and seek comes face to face with a small ape-like creature,Nine year old playing hide seek comes face face small ape-like creature,9,1978
2809,33137,Class B,1978-09-01 12:00:00+00:00,46.78149,-93.81888, Husband and wife have bedtime visitors at their window near Emily,Husband wife bedtime visitors window near Emily,9,1978
556,1268,Class A,1978-09-12 12:00:00+00:00,42.8674,-94.356," More sightings of a strange creature centering around the town of Ottosen. Other stories told about strange sounds, footprints and animal mutilatations","More sightings strange creature centering around town Ottosen. Other stories told strange sounds, footprints animal mutilatations",9,1978
2065,7676,Class B,1978-09-15 12:00:00+00:00,38.2395,-119.8792, Hunters have strange night experiences near Groundhog Meadow,Hunters strange night experiences near Groundhog Meadow,9,1978
3023,4960,Class B,1978-09-30 12:00:00+00:00,41.09302,-81.82391, Sighting by motorists along Poe Rd,Sighting motorists along Poe Rd,9,1978
757,2383,Class A,1978-09-30 12:00:00+00:00,38.44148,-85.0016," Tall, hairy creature observed standing near a hitching post near family barn","Tall, hairy creature observed standing near hitching post near family barn",9,1978
3246,50123,Class B,1978-10-01 12:00:00+00:00,40.04755,-80.25645," Audio recording of possible screams, growls, and fight with a dog from the Late 70's near Prosperity","Audio recording possible screams, growls, fight dog Late 70's near Prosperity",10,1978
156,1653,Class A,1978-10-01 12:00:00+00:00,40.63556,-122.7325, Husband and wife have late night sighting on Highway 299,Husband wife late night sighting Highway 299,10,1978
3162,3780,Class B,1978-10-01 12:00:00+00:00,42.56805,-123.3322," So. Oregon man hears late night footsteps around mobile home, by Jump-off Joe Creek Rd. near Grants Pass","So. Oregon man hears late night footsteps around mobile home, Jump-off Joe Creek Rd. near Grants Pass",10,1978
3381,20254,Class B,1978-10-07 12:00:00+00:00,41.6359,-111.6149, Possible interacting vocalizations heard by hunter near Hyrum,Possible interacting vocalizations heard hunter near Hyrum,10,1978
45,35293,Class A,1978-10-10 12:00:00+00:00,31.34781,-86.54527, Daylight observation remembered of a Bigfoot holding a baby pig near Andalusia,Daylight observation remembered Bigfoot holding baby pig near Andalusia,10,1978
1393,48013,Class A,1978-10-15 12:00:00+00:00,41.21365,-80.26563, Memory told of a close daylight encounter behind a home outside Sandy Lake,Memory told close daylight encounter behind home outside Sandy Lake,10,1978
2279,12576,Class B,1978-10-18 12:00:00+00:00,40.55415,-106.7084, Elk hunters find series of tracks in Mt. Zirkel Wilderness,Elk hunters find series tracks Mt. Zirkel Wilderness,10,1978
642,28516,Class A,1978-10-21 12:00:00+00:00,38.7774,-90.012, Memory told of a daytime sighting near Edwardsville,Memory told daytime sighting near Edwardsville,10,1978
2886,30384,Class B,1978-10-21 12:00:00+00:00,45.12266,-111.563, Cousins view a large biped figure on opening day near Virginia City,Cousins view large biped figure opening day near Virginia City,10,1978
3298,1631,Class B,1978-10-28 12:00:00+00:00,33.37917,-94.11611, Several incidents in the woods near the Sulphur River south of Texarkana,Several incidents woods near Sulphur River south Texarkana,10,1978
1181,7220,Class A,1978-11-01 12:00:00+00:00,39.54739,-81.39101, A man relates a series of occurrences on the family farm involving an upright walking hair covered creature,A man relates series occurrences family farm involving upright walking hair covered creature,11,1978
2801,23367,Class B,1978-11-04 12:00:00+00:00,48.52579,-96.28425, Hunter has a close but brief encounter in a hazelnut bog near Middle River,Hunter close brief encounter hazelnut bog near Middle River,11,1978
1714,6425,Class A,1978-11-11 12:00:00+00:00,46.35639,-123.6081, Two hunters have a close encounter,Two hunters close encounter,11,1978
554,1197,Class A,1978-11-15 12:00:00+00:00,41.59377,-93.974, Several sighting reports near the Racoon River within days of each other,Several sighting reports near Racoon River within days,11,1978
2657,23730,Class B,1978-11-15 12:00:00+00:00,37.7755,-85.67188, Bowhunters get unexpected response near Boston,Bowhunters get unexpected response near Boston,11,1978
1871,24945,Class A,1978-11-23 12:00:00+00:00,39.20278,-79625.0, Man recalls his daylight sighting while hunting in the Monongahela National Forest,Man recalls daylight sighting hunting Monongahela National Forest,11,1978
1836,1201,Class A,1978-12-01 12:00:00+00:00,39.52122,-80.37878, Drain pipes knocked down after strange howls/screams were heard,Drain pipes knocked strange howls/screams heard,12,1978
3042,6848,Class B,1978-12-01 12:00:00+00:00,40.34042,-80.64211, Human-like footprints are found around a garage heading back into a remote hollow,Human-like footprints found around garage heading back remote hollow,12,1978
2864,48156,Class B,1978-12-13 12:00:00+00:00,37.48743,-93.86594, Duck hunter recalls hearing possible vocalizations from three individuals on Stockton Lake,Duck hunter recalls hearing possible vocalizations three individuals Stockton Lake,12,1978
2045,5477,Class B,1978-12-16 12:00:00+00:00,38.20444,-120.3689, Teenager has a nighttime close encounter and then sees tracks in the snow in Avery,Teenager nighttime close encounter sees tracks snow Avery,12,1978
1348,10977,Class A,1978-12-18 12:00:00+00:00,43.9311,-124.1214," Lady walking with dog has lengthy, close nighttime encounter","Lady walking dog lengthy, close nighttime encounter",12,1978
587,12158,Class A,1979-02-17 12:00:00+00:00,44.58335,-116.0834, Young boy views bigfoot through window,Young boy views bigfoot window,2,1979
1454,2399,Class A,1979-04-15 12:00:00+00:00,32.68,-94.3," Human-like ""animal"" seen by family while target shooting near an open pasture","Human-like ""animal"" seen family target shooting near open pasture",4,1979
1196,8394,Class A,1979-05-01 12:00:00+00:00,39.48219,-82.32669," Family has encounters with a large, hair covered creature just on the edge of Wayne National Forest","Family encounters large, hair covered creature edge Wayne National Forest",5,1979
1438,29223,Class A,1979-05-12 12:00:00+00:00,35.5506,-4319942.0, Man recalls daytime encounter near Columbia and Duck River,Man recalls daytime encounter near Columbia Duck River,5,1979
